Bo_Age,Ln_Orig,Orig_LTV_Ratio_Pct,Credit_score,First_home,Tot_mthly_debt_exp,Tot_mthly_incm,orig_apprd_val_amt,pur_prc_amt,DTI Ratio,Status,OUTCOME,State,Median_state_inc,UPB>Appraisal,LoanValuetoAppraised,loanToPurchPrice
22,106203,90,634,N,2114,5932,183000,179900,0.356372,Pay-off,non-default,MN,55914,0,0.580344262,0.590344636
31,164000,98,716,N,902,3800,122000,120000,0.237368,Default,default,PA,44286,1,1.344262295,1.366666667
27,105450,95,624,Y,1085,2860,145000,144350,0.379371,Default,default,GA,43217,0,0.727241379,0.730516107
37,261250,95,697,N,1369,3097,84500,83500,0.442041,Default,default,IN,43003,1,3.091715976,3.128742515
69,65700,90,697,Y,1807,4160,125000,124000,0.434375,Active,non-default,TX,41275,0,0.5256,0.52983871
37,91000,70,638,N,2440,9319,287900,287900,0.261831,Pay-off,non-default,NC,39000,0,0.316081973,0.316081973
38,166345,100,769,N,1441,5200,140000,135000,0.277115,Pay-off,non-default,OR,42617,1,1.188178571,1.232185185
24,154000,100,691,N,3887,7067,375000,375000,0.550021,Default,default,NY,44228,0,0.410666667,0.410666667
37,118000,100,591,N,1518,3036,112000,98900,0.5,Active,non-default,GA,43217,1,1.053571429,1.193124368
36,314500,85,675,Y,2375,5025,290000,290000,0.472667,Default,default,IL,45787,1,1.084482759,1.084482759
33,194400,100,654,N,1464,3273,123900,122949,0.447296,Active,non-default,GA,43217,1,1.569007264,1.581143401
27,131865,100,662,N,1225,5000,173000,131865,0.245,Default,default,UT,50614,0,0.762225434,1
38,162150,97,661,N,2874,7675,286000,283552,0.374463,Default,default,GA,43217,0,0.566958042,0.571852782
37,261250,95,697,N,1369,3097,84500,83500,0.442041,Default,default,IN,43003,1,3.091715976,3.128742515
52,213150,102,689,N,3581,5025,255000,249900,0.712682,Pay-off,non-default,NJ,56772,0,0.835882353,0.852941176
35,128040,97,824,N,3979,12685,138000,137000,0.313678,Pay-off,non-default,UT,50614,0,0.927826087,0.93459854
37,124000,87,626,N,1408,4000,143000,140000,0.352,Default,default,GA,43217,0,0.867132867,0.885714286
30,86810,97,672,N,1775,5169,224000,220000,0.343393,Default,default,TX,41275,0,0.387544643,0.394590909
69,39750,97,705,N,2065,6800,234000,234500,0.303676,Pay-off,non-default,NY,44228,0,0.169871795,0.169509595
35,75000,83,728,N,941,3683,140000,140000,0.255498,Active,non-default,MD,56763,0,0.535714286,0.535714286
42,58200,97,739,Y,1593,4833,154000,154000,0.329609,Active,non-default,MA,52354,0,0.377922078,0.377922078
34,138000,100,563,N,899,4824,88000,86500,0.18636,Default,default,IL,45787,1,1.568181818,1.595375723
32,101918,100,695,N,6300,7840,265000,239900,0.803571,Default,default,NJ,56772,0,0.384596226,0.424835348
37,322700,92,663,N,0,5025,33000,33000,0,Default,default,OH,44160,1,9.778787879,9.778787879
37,167800,90,666,N,2346,9400,343000,167800,0.249574,Default,default,CO,51022,0,0.489212828,1
37,264700,80,688,N,1862,9350,265000,264700,0.199144,Default,default,NE,44623,0,0.998867925,1
34,104545,102,675,N,2673,6333,168000,163904,0.422075,Default,default,FL,40171,0,0.622291667,0.637842884
37,62550,90,637,N,4904,8916,192000,190000,0.550022,Pay-off,non-default,NJ,56772,0,0.32578125,0.329210526
37,112100,95,526,Y,1629,2590,133000,129900,0.628958,Default,default,NC,39000,0,0.842857143,0.862971517
24,179200,80,672,Y,2505,3900,80000,76000,0.642308,Pay-off,non-default,CT,55970,1,2.24,2.357894737
37,119150,80,572,N,704,1083,50000,50000,0.650046,Default,default,TN,38550,1,2.383,2.383
26,147750,90,750,N,1877,4071,110000,110000,0.461066,Active,non-default,MS,33659,1,1.343181818,1.343181818
37,128000,80,668,Y,1832,4347,129000,124279,0.42144,Active,non-default,GA,43217,0,0.992248062,1.029940698
37,372000,80,753,Y,3147,8786,328000,325000,0.358183,Active,non-default,MA,52354,1,1.134146341,1.144615385
37,171000,90,801,N,820,2439,97000,97000,0.336203,Default,default,SD,40518,1,1.762886598,1.762886598
35,188550,90,674,Y,950,3000,103000,102820,0.316667,Pay-off,non-default,MD,56763,1,1.830582524,1.833787201
37,197500,100,627,Y,1742,3588,138000,137900,0.485507,Default,default,GA,43217,1,1.43115942,1.432197244
37,158400,80,680,N,1340,3600,185000,185000,0.372222,Pay-off,non-default,DC,43003,0,0.856216216,0.856216216
33,352000,80,610,Y,784,1892,99000,98390,0.414376,Default,default,GA,43217,1,3.555555556,3.57759935
49,120000,100,720,N,1362,3517,420000,420000,0.387262,Active,non-default,HI,53123,0,0.285714286,0.285714286
22,97000,100,756,Y,2578,5980,212000,210000,0.431104,Active,non-default,MA,52354,0,0.45754717,0.461904762
49,44000,80,688,N,5789,10612,213000,212995,0.545515,Pay-off,non-default,FL,40171,0,0.20657277,0.206577619
37,157900,100,622,N,1119,2620,96600,96600,0.427099,Active,non-default,GA,43217,1,1.634575569,1.634575569
37,144000,80,669,Y,1539,3600,134000,134000,0.4275,Active,non-default,FL,40171,1,1.074626866,1.074626866
19,70000,100,674,N,3557,8252,259000,258900,0.431047,Pay-off,non-default,MI,44476,0,0.27027027,0.270374662
48,80000,100,783,Y,3674,4291,230000,225000,0.856211,Active,non-default,LA,35523,0,0.347826087,0.355555556
47,300000,100,624,N,0,5025,140000,140000,0,Default,default,CT,55970,1,2.142857143,2.142857143
30,152300,98,690,N,1244,4000,152000,150000,0.311,Pay-off,non-default,MN,55914,1,1.001973684,1.015333333
31,279000,90,639,N,0,5025,260000,260000,0,Active,non-default,NM,37587,1,1.073076923,1.073076923
36,69300,92,655,N,2403,4490,105000,104500,0.535189,Pay-off,non-default,FL,40171,0,0.66,0.663157895
50,296700,95,523,Y,623,1658,75000,75000,0.375754,Default,default,OH,44160,1,3.956,3.956
37,95000,95,742,N,1874,2887,128000,118000,0.649117,Default,default,TX,41275,0,0.7421875,0.805084746
33,148500,90,631,N,5159,13214,340000,337000,0.390419,Default,default,AL,38111,0,0.436764706,0.440652819
26,190000,100,789,Y,706,2456,97000,96000,0.287459,Active,non-default,FL,40171,1,1.958762887,1.979166667
30,139500,90,559,Y,866,3300,114000,113800,0.262424,Active,non-default,FL,40171,1,1.223684211,1.225834798
37,142000,100,772,N,2725,6004,246000,246000,0.453864,Active,non-default,VA,53275,0,0.577235772,0.577235772
28,287500,100,641,Y,522,1476,57500,57500,0.353659,Default,default,PA,44286,1,5,5
29,100400,99,683,N,1899,7300,236000,225000,0.260137,Default,default,CO,51022,0,0.425423729,0.446222222
34,65000,100,634,N,3279,7500,152000,150000,0.4372,Default,default,GA,43217,0,0.427631579,0.433333333
53,140000,80,674,N,1638,3670,110000,106001,0.446322,Active,non-default,NM,37587,1,1.272727273,1.320742257
37,359900,95,678,N,0,5025,185000,185000,0,Active,non-default,AZ,42590,1,1.945405405,1.945405405
25,63000,90,750,N,2075,5720,190000,189590,0.362762,Active,non-default,GA,43217,0,0.331578947,0.332296007
33,279000,100,615,Y,1212,1989,130000,130000,0.609351,Default,default,GA,43217,1,2.146153846,2.146153846
39,137900,93,696,Y,1793,4202,236000,232000,0.426702,Default,default,IL,45787,0,0.584322034,0.594396552
42,175595,102,547,N,929,2166,86000,84900,0.428901,Default,default,TN,38550,1,2.041802326,2.068256773
27,161000,100,637,N,2834,5025,170000,170000,0.564016,Default,default,FL,40171,0,0.947058824,0.947058824
60,115500,90,746,N,1134,4538,111000,111000,0.24989,Default,default,MO,43988,1,1.040540541,1.040540541
37,290000,100,693,N,1694,9617,213500,210300,0.176146,Active,non-default,WI,47220,1,1.358313817,1.378982406
30,149150,95,766,N,2063,5401,235000,234607,0.381966,Default,default,SC,39326,0,0.634680851,0.635744032
36,83100,95,682,N,1304,5000,212000,83100,0.2608,Active,non-default,NC,39000,0,0.391981132,1
36,100000,80,743,Y,1451,3832,130000,126000,0.378653,Active,non-default,IL,45787,0,0.769230769,0.793650794
51,115950,100,670,N,1646,5860,230000,228000,0.280887,Default,default,TX,41275,0,0.504130435,0.508552632
30,136385,100,716,N,1967,4600,225000,225000,0.427609,Default,default,UT,50614,0,0.606155556,0.606155556
26,180000,100,590,Y,1001,4968,135000,135000,0.20149,Default,default,GA,43217,1,1.333333333,1.333333333
23,144000,80,698,N,0,4300,80000,80000,0,Default,default,TX,41275,1,1.8,1.8
37,132000,100,630,N,651,1704,80000,64500,0.382042,Active,non-default,AL,38111,1,1.65,2.046511628
44,156000,100,758,Y,1231,2000,104000,105000,0.6155,Default,default,VA,53275,1,1.5,1.485714286
43,234300,90,694,N,694,3120,93000,92900,0.222436,Default,default,FL,40171,1,2.519354839,2.522066738
34,118000,100,787,N,1652,3241,175000,174900,0.509719,Active,non-default,MS,33659,0,0.674285714,0.674671241
49,85500,90,666,N,2308,5025,58000,57700,0.459332,Default,default,WA,48688,1,1.474137931,1.481802426
34,275000,74,622,N,0,5025,147000,142000,0,Pay-off,non-default,NV,46984,1,1.870748299,1.936619718
40,117000,100,625,N,2681,7423,260000,260000,0.361175,Pay-off,non-default,FL,40171,0,0.45,0.45
37,198000,100,559,Y,1731,3979,129000,126500,0.435034,Default,default,GA,43217,1,1.534883721,1.565217391
37,155150,100,744,Y,3758,5025,314000,314000,0.747908,Active,non-default,IL,45787,0,0.49410828,0.49410828
37,204250,95,639,Y,629,1548,54500,54500,0.406331,Default,default,TX,41275,1,3.747706422,3.747706422
37,112100,95,526,Y,1629,2590,133000,129900,0.628958,Default,default,NC,39000,0,0.842857143,0.862971517
51,181300,90,658,N,1163,2687,131000,130100,0.432825,Default,default,TN,38550,1,1.383969466,1.393543428
37,400000,80,738,Y,974,2513,108000,102700,0.387585,Default,default,WI,47220,1,3.703703704,3.894839338
37,181250,100,677,N,1012,5073,115000,115000,0.199487,Default,default,MO,43988,1,1.576086957,1.576086957
37,170952,95,750,N,1087,3483,136000,135630,0.312087,Active,non-default,FL,40171,1,1.257,1.260429109
22,86900,100,681,N,1157,6000,170000,170000,0.192833,Default,default,CA,49894,0,0.511176471,0.511176471
37,110000,100,660,N,2199,6685,350000,301025,0.328945,Default,default,IL,45787,0,0.314285714,0.365418155
35,85500,90,788,N,1329,2543,116000,116000,0.522611,Default,default,TN,38550,0,0.737068966,0.737068966
27,228000,95,999,N,398,1187,50000,50001,0.335299,Pay-off,non-default,MI,44476,1,4.56,4.559908802
37,243000,96,710,N,2273,4133,160000,155490,0.549964,Active,non-default,FL,40171,1,1.51875,1.562801466
44,193500,90,597,Y,1737,3251,115000,115000,0.534297,Pay-off,non-default,CA,49894,1,1.682608696,1.682608696
37,133878,102,558,Y,2010,2774,133000,133000,0.724585,Default,default,TX,41275,1,1.006601504,1.006601504
30,52500,100,733,Y,2019,5255,177000,172712,0.384206,Default,default,TX,41275,0,0.296610169,0.303974246
35,232000,80,744,N,729,1660,47500,46500,0.439157,Active,non-default,IA,43042,1,4.884210526,4.989247312
28,118000,100,688,N,1650,5333,167500,167000,0.309394,Default,default,TX,41275,0,0.704477612,0.706586826
52,181500,74,710,N,2702,4826,136000,134500,0.559884,Default,default,IN,43003,1,1.334558824,1.349442379
29,181000,100,723,N,1139,3359,141000,138000,0.339089,Default,default,IL,45787,1,1.283687943,1.311594203
48,62220,95,782,N,1622,4944,160000,158365,0.328074,Default,default,NC,39000,0,0.388875,0.392889843
37,180000,77,552,Y,1832,2936,68000,66000,0.623978,Default,default,IN,43003,1,2.647058824,2.727272727
52,132750,100,635,N,1212,5113,145000,145000,0.237043,Default,default,IL,45787,0,0.915517241,0.915517241
30,125000,100,697,N,2326,5511,310000,310000,0.422065,Pay-off,non-default,CA,49894,0,0.403225806,0.403225806
41,114300,90,716,Y,2219,4506,149000,149000,0.492455,Active,non-default,FL,40171,0,0.767114094,0.767114094
38,239200,80,660,Y,522,1881,85000,85000,0.277512,Pay-off,non-default,NV,46984,1,2.814117647,2.814117647
51,166500,90,523,Y,834,2080,118900,115000,0.400962,Default,default,NC,39000,1,1.400336417,1.447826087
52,40600,85,745,N,2370,6651,270000,268500,0.356337,Active,non-default,WA,48688,0,0.15037037,0.151210428
37,198000,100,674,N,1717,9618,225000,199365,0.178519,Pay-off,non-default,FL,40171,0,0.88,0.993153262
37,236800,90,714,Y,1390,1791,99000,99000,0.776103,Pay-off,non-default,FL,40171,1,2.391919192,2.391919192
33,126773,102,767,Y,1877,4712,151000,147700,0.398345,Default,default,KS,43725,0,0.839556291,0.85831415
37,176700,95,735,N,2162,3789,146000,146000,0.570599,Pay-off,non-default,PA,44286,1,1.210273973,1.210273973
32,85400,95,666,N,2760,6125,127000,126660,0.450612,Active,non-default,TX,41275,0,0.672440945,0.674246013
37,227000,90,718,N,0,8608,325000,325000,0,Pay-off,non-default,CA,49894,0,0.698461538,0.698461538
29,134620,92,586,N,2277,4755,142500,141900,0.478864,Active,non-default,GA,43217,0,0.944701754,0.948696265
30,248000,80,755,N,1268,3200,68000,68000,0.39625,Default,default,OH,44160,1,3.647058824,3.647058824
40,314450,100,660,Y,863,2866,107000,101000,0.301117,Active,non-default,AZ,42590,1,2.938785047,3.113366337
29,170490,100,662,N,1261,3334,139000,138600,0.378224,Default,default,WI,47220,1,1.226546763,1.23008658
31,179000,100,660,Y,947,2600,112500,111500,0.364231,Default,default,AZ,42590,1,1.591111111,1.605381166
26,70800,97,702,N,0,6500,214000,209000,0,Pay-off,non-default,AZ,42590,0,0.330841121,0.338755981
31,126350,95,727,N,2453,4460,162000,160000,0.55,Default,default,SC,39326,0,0.779938272,0.7896875
18,156750,95,760,N,947,4200,111000,111000,0.225476,Default,default,NC,39000,1,1.412162162,1.412162162
23,152314,95,692,N,1706,3521,140000,137020,0.484521,Default,default,GA,43217,1,1.087957143,1.111618742
46,29900,100,562,N,2854,7830,185000,185000,0.364496,Default,default,IN,43003,0,0.161621622,0.161621622
31,190100,90,725,N,1000,3009,115000,114900,0.332336,Pay-off,non-default,AZ,42590,1,1.653043478,1.654482158
38,320000,80,679,N,810,5025,110000,110000,0.161204,Default,default,NY,44228,1,2.909090909,2.909090909
38,275000,84,617,N,872,1625,73000,71900,0.536615,Default,default,TN,38550,1,3.767123288,3.824756606
27,62750,97,663,N,2067,5500,211000,211000,0.375818,Default,default,NJ,56772,0,0.297393365,0.297393365
28,196900,99,726,N,861,2200,123000,117215,0.391364,Active,non-default,AZ,42590,1,1.600813008,1.679819136
24,137000,100,685,N,968,5500,115000,115000,0.176,Default,default,CA,49894,1,1.191304348,1.191304348
37,33250,95,692,N,0,5025,265000,252000,0,Active,non-default,MO,43988,0,0.125471698,0.131944444
37,155000,100,670,N,1419,5006,250000,236000,0.28346,Active,non-default,ID,42519,0,0.62,0.656779661
37,167800,90,666,N,2346,9400,343000,167800,0.249574,Default,default,CO,51022,0,0.489212828,1
24,137000,100,685,N,968,5500,115000,115000,0.176,Default,default,CA,49894,1,1.191304348,1.191304348
32,128000,100,742,N,1776,7253,151000,153500,0.244864,Active,non-default,FL,40171,0,0.847682119,0.833876221
48,191150,95,665,N,1606,2724,161000,130000,0.589574,Active,non-default,IL,45787,1,1.187267081,1.470384615
31,184300,97,695,N,3113,3500,155000,155000,0.889429,Pay-off,non-default,WA,48688,1,1.189032258,1.189032258
45,280250,95,647,N,318,1126,35000,31500,0.282416,Default,default,AL,38111,1,8.007142857,8.896825397
42,129750,100,704,N,1368,4585,141000,138000,0.298364,Pay-off,non-default,MN,55914,0,0.920212766,0.940217391
52,145260,90,673,N,794,5025,115000,115000,0.15802,Default,default,TX,41275,1,1.263130435,1.263130435
35,58500,90,684,N,2927,6235,187000,187000,0.469447,Active,non-default,OK,38281,0,0.312834225,0.312834225
37,245000,100,658,Y,870,2250,105000,104500,0.386667,Pay-off,non-default,MN,55914,1,2.333333333,2.344497608
33,80655,95,654,N,1380,3747,77000,77000,0.368295,Default,default,MI,44476,1,1.047467532,1.047467532
37,111900,80,728,Y,1117,3473,112000,110500,0.321624,Default,default,GA,43217,0,0.999107143,1.012669683
44,263000,73,656,N,1413,5025,156000,150000,0.281212,Pay-off,non-default,TX,41275,1,1.685897436,1.753333333
39,135065,100,605,Y,598,4189,95000,95000,0.142755,Default,default,TX,41275,1,1.421736842,1.421736842
33,175000,69,632,Y,1910,4299,203000,203000,0.444289,Pay-off,non-default,CA,49894,0,0.862068966,0.862068966
30,60900,97,673,N,1320,15000,145000,145000,0.088,Default,default,VA,53275,0,0.42,0.42
37,243865,95,723,N,822,2263,108500,107900,0.363235,Active,non-default,NC,39000,1,2.247603687,2.260101946
24,104000,100,623,Y,2351,4657,252000,248196,0.504831,Active,non-default,NC,39000,0,0.412698413,0.419023675
32,174500,100,629,Y,1711,4366,200000,200000,0.391892,Pay-off,non-default,CA,49894,0,0.8725,0.8725
29,274550,95,663,Y,1796,3032,153000,154900,0.592348,Active,non-default,VA,53275,1,1.794444444,1.772433828
37,86000,100,772,Y,946,3128,139000,135000,0.30243,Active,non-default,CO,51022,0,0.618705036,0.637037037
55,116725,102,663,N,886,5500,86000,86000,0.161091,Default,default,TX,41275,1,1.357267442,1.357267442
37,141500,100,706,N,1480,4160,184000,180000,0.355769,Active,non-default,CO,51022,0,0.769021739,0.786111111
26,231750,91,648,N,4036,5025,189575,177762,0.803235,Pay-off,non-default,TX,41275,1,1.222471317,1.303709454
37,322700,92,663,N,0,5025,33000,33000,0,Default,default,OH,44160,1,9.778787879,9.778787879
25,71300,96,669,N,1295,8000,165000,165000,0.161875,Pay-off,non-default,IL,45787,0,0.432121212,0.432121212
49,120330,100,699,N,4890,7811,107000,105000,0.62604,Active,non-default,TX,41275,1,1.124579439,1.146
31,69000,70,798,N,2479,14846,302000,290000,0.166981,Active,non-default,MA,52354,0,0.228476821,0.237931034
30,149600,100,660,N,910,3040,152500,139950,0.299342,Default,default,GA,43217,0,0.980983607,1.068953198
51,166500,90,523,Y,834,2080,118900,115000,0.400962,Default,default,NC,39000,1,1.400336417,1.447826087
37,94500,95,750,Y,1860,5749,255000,253000,0.323535,Default,default,GA,43217,0,0.370588235,0.373517787
29,148650,100,738,Y,1488,3770,158000,158000,0.394695,Pay-off,non-default,IL,45787,0,0.940822785,0.940822785
31,149863,100,740,Y,1403,3747,190000,188750,0.374433,Pay-off,non-default,GA,43217,0,0.788752632,0.793976159
28,86400,80,728,N,0,4300,160000,160000,0,Default,default,IL,45787,0,0.54,0.54
55,108500,100,764,N,719,3533,76000,75000,0.20351,Default,default,TN,38550,1,1.427631579,1.446666667
35,85500,90,788,N,1329,2543,116000,116000,0.522611,Default,default,TN,38550,0,0.737068966,0.737068966
37,167800,90,666,N,2346,9400,343000,167800,0.249574,Default,default,CO,51022,0,0.489212828,1
35,156900,85,645,N,1012,3175,98000,96500,0.31874,Active,non-default,OH,44160,1,1.601020408,1.625906736
29,61900,100,724,N,2913,5937,145000,145000,0.490652,Default,default,WA,48688,0,0.426896552,0.426896552
41,249900,100,668,Y,832,3433,77000,77000,0.242354,Default,default,IL,45787,1,3.245454545,3.245454545
30,149150,95,766,N,2063,5401,235000,234607,0.381966,Default,default,SC,39326,0,0.634680851,0.635744032
40,280000,80,657,N,2007,5000,183000,179560,0.4014,Pay-off,non-default,FL,40171,1,1.530054645,1.559367342
36,171710,100,777,N,1021,2700,118000,118000,0.378148,Pay-off,non-default,CA,49894,1,1.455169492,1.455169492
48,200205,90,722,Y,794,2708,37000,36500,0.293205,Default,default,IL,45787,1,5.410945946,5.485068493
37,139000,100,651,N,1239,4167,110800,110800,0.297336,Active,non-default,WV,32589,1,1.254512635,1.254512635
26,80750,95,708,N,2729,3908,96000,82001,0.698311,Pay-off,non-default,CA,49894,0,0.841145833,0.984744088
32,101918,100,695,N,6300,7840,265000,239900,0.803571,Default,default,NJ,56772,0,0.384596226,0.424835348
33,273600,99,644,N,860,5025,113000,110000,0.171155,Default,default,GA,43217,1,2.421238938,2.487272727
39,137900,93,696,Y,1793,4202,236000,232000,0.426702,Default,default,IL,45787,0,0.584322034,0.594396552
50,290000,72,702,N,17225,5025,140000,140000,3.428077,Default,default,NJ,56772,1,2.071428571,2.071428571
25,63923,97,779,N,2001,7346,187000,180000,0.272393,Active,non-default,WV,32589,0,0.341834225,0.355127778
37,170000,100,682,N,2875,5025,325000,325000,0.572175,Default,default,CA,49894,0,0.523076923,0.523076923
50,290000,72,702,N,17225,5025,140000,140000,3.428077,Default,default,NJ,56772,1,2.071428571,2.071428571
25,145000,100,551,Y,1767,4057,197000,197000,0.435544,Active,non-default,IL,45787,0,0.736040609,0.736040609
33,172350,90,611,N,765,2853,106000,104900,0.268139,Active,non-default,LA,35523,1,1.625943396,1.642993327
45,88900,100,578,N,1654,3293,180400,180400,0.502278,Default,default,VA,53275,0,0.492793792,0.492793792
22,86900,100,681,N,1157,6000,170000,170000,0.192833,Default,default,CA,49894,0,0.511176471,0.511176471
26,76950,90,720,N,1830,7027,209000,209000,0.260424,Default,default,NJ,56772,0,0.368181818,0.368181818
25,150000,90,692,Y,1857,5141,170000,168133,0.361214,Default,default,GA,43217,0,0.882352941,0.892150857
30,250200,90,655,N,453,1823,70000,70000,0.248491,Pay-off,non-default,VA,53275,1,3.574285714,3.574285714
39,182400,95,767,Y,1334,2500,136000,135900,0.5336,Active,non-default,NC,39000,1,1.341176471,1.342163355
55,116725,102,663,N,886,5500,86000,86000,0.161091,Default,default,TX,41275,1,1.357267442,1.357267442
30,157000,100,576,N,2144,6593,130000,128000,0.325193,Active,non-default,VA,53275,1,1.207692308,1.2265625
23,157650,99,614,Y,498,3525,85000,79035,0.141277,Default,default,AZ,42590,1,1.854705882,1.994685899
25,103896,90,652,Y,1551,2597,135000,133900,0.597228,Default,default,FL,40171,0,0.7696,0.77592233
33,279000,100,615,Y,1212,1989,130000,130000,0.609351,Default,default,GA,43217,1,2.146153846,2.146153846
43,254795,100,671,N,1259,2800,121900,99900,0.449643,Pay-off,non-default,FL,40171,1,2.090196883,2.550500501
24,107590,102,757,N,2455,5834,99000,90000,0.420809,Pay-off,non-default,TN,38550,1,1.086767677,1.195444444
31,182900,100,680,N,2705,4918,158000,155000,0.55002,Pay-off,non-default,MA,52354,1,1.157594937,1.18
23,104150,95,708,Y,2973,8100,166000,166000,0.367037,Active,non-default,LA,35523,0,0.627409639,0.627409639
37,127500,100,668,N,1425,3468,70000,70000,0.4109,Default,default,MI,44476,1,1.821428571,1.821428571
41,124845,102,732,N,528,4500,113000,113000,0.117333,Pay-off,non-default,NJ,56772,1,1.104823009,1.104823009
30,248000,80,755,N,1268,3200,68000,68000,0.39625,Default,default,OH,44160,1,3.647058824,3.647058824
37,179000,100,583,Y,1410,2870,116500,97000,0.491289,Default,default,TX,41275,1,1.536480687,1.845360825
28,287500,100,641,Y,522,1476,57500,57500,0.353659,Default,default,PA,44286,1,5,5
50,80220,100,676,Y,1698,3624,176500,175000,0.468543,Active,non-default,MD,56763,0,0.454504249,0.4584
36,62400,80,674,N,1105,5000,140000,137400,0.221,Default,default,OH,44160,0,0.445714286,0.454148472
58,129000,100,646,N,1239,4351,166000,163733,0.284762,Pay-off,non-default,MI,44476,0,0.777108434,0.787868053
56,105500,100,766,Y,2415,5780,225000,220000,0.41782,Pay-off,non-default,CO,51022,0,0.468888889,0.479545455
63,181338,80,724,Y,2394,5025,410000,410000,0.476448,Pay-off,non-default,NY,44228,0,0.442287805,0.442287805
24,85500,95,712,N,0,6583,335000,335000,0,Pay-off,non-default,NJ,56772,0,0.255223881,0.255223881
39,230000,83,718,N,955,3000,146900,120000,0.318333,Default,default,PA,44286,1,1.565690946,1.916666667
41,249900,100,668,Y,832,3433,77000,77000,0.242354,Default,default,IL,45787,1,3.245454545,3.245454545
40,76000,80,672,N,994,4969,120000,76000,0.20004,Default,default,MA,52354,0,0.633333333,1
38,116000,92,727,N,1769,2668,162001,162001,0.663043,Pay-off,non-default,FL,40171,0,0.716044963,0.716044963
37,135500,100,695,Y,0,5000,141000,130465,0,Active,non-default,TX,41275,0,0.960992908,1.038592726
25,132900,95,641,Y,3214,5445,320000,319500,0.590266,Pay-off,non-default,CA,49894,0,0.4153125,0.415962441
42,159900,89,720,N,1249,2899,60000,55001,0.430838,Default,default,PA,44286,1,2.665,2.907219869
27,222300,95,547,Y,836,2667,59900,59900,0.313461,Default,default,MO,43988,1,3.711185309,3.711185309
41,190000,90,663,N,1893,5025,250000,250000,0.37674,Default,default,MD,56763,0,0.76,0.76
39,126120,100,682,Y,957,3956,106000,93000,0.241911,Active,non-default,FL,40171,1,1.189811321,1.356129032
37,117000,90,643,N,4136,9034,236000,235500,0.457826,Pay-off,non-default,UT,50614,0,0.495762712,0.496815287
31,202450,100,755,N,585,1773,70001,70001,0.329949,Default,default,FL,40171,1,2.892101541,2.892101541
33,80550,90,656,N,1315,4402,96000,96000,0.298728,Default,default,IN,43003,0,0.8390625,0.8390625
30,90000,100,721,N,1833,7813,235000,235000,0.234609,Default,default,GA,43217,0,0.382978723,0.382978723
39,204250,95,692,N,2127,5025,279000,279000,0.42331,Default,default,TX,41275,0,0.732078853,0.732078853
37,238500,90,661,Y,2927,2936,160000,159400,0.996935,Default,default,TX,41275,1,1.490625,1.496235885
37,272550,97,576,Y,1017,2381,114000,110000,0.427131,Default,default,DC,43003,1,2.390789474,2.477727273
27,96820,100,688,N,1828,3600,163000,162354,0.507778,Default,default,NV,46984,0,0.59398773,0.596351183
31,117000,69,708,N,0,6000,128500,128500,0,Pay-off,non-default,CA,49894,0,0.910505837,0.910505837
54,184000,70,628,N,0,5025,465000,465000,0,Pay-off,non-default,NY,44228,0,0.395698925,0.395698925
41,175000,100,772,N,2153,2600,86000,85000,0.828077,Active,non-default,FL,40171,1,2.034883721,2.058823529
44,54500,100,661,N,1084,5200,155000,54500,0.208462,Default,default,NM,37587,0,0.351612903,1
37,119150,80,572,N,704,1083,50000,50000,0.650046,Default,default,TN,38550,1,2.383,2.383
37,57000,100,650,N,1988,4564,125000,118000,0.435583,Default,default,IN,43003,0,0.456,0.483050847
38,142800,80,694,N,1800,4737,135000,134750,0.379987,Pay-off,non-default,DE,50152,1,1.057777778,1.05974026
43,284050,95,772,N,2572,11170,377500,377500,0.23026,Active,non-default,NJ,56772,0,0.752450331,0.752450331
38,122500,100,765,N,1933,4817,90000,90000,0.401287,Pay-off,non-default,WA,48688,1,1.361111111,1.361111111
30,161000,95,668,Y,1353,2358,105000,100000,0.573791,Active,non-default,GA,43217,1,1.533333333,1.61
37,162288,102,711,N,1742,4082,135500,134900,0.426752,Pay-off,non-default,WY,43641,1,1.197697417,1.203024463
31,179000,100,660,Y,947,2600,112500,111500,0.364231,Default,default,AZ,42590,1,1.591111111,1.605381166
23,122900,100,716,N,1845,4405,214000,209050,0.418842,Pay-off,non-default,GA,43217,0,0.574299065,0.587897632
37,159600,95,628,N,4810,9150,305000,305000,0.525683,Pay-off,non-default,FL,40171,0,0.523278689,0.523278689
22,175000,100,689,N,755,4000,90000,86900,0.18875,Default,default,TX,41275,1,1.944444444,2.013808976
34,67100,73,713,N,1082,3500,85000,81000,0.309143,Active,non-default,OH,44160,0,0.789411765,0.828395062
42,168150,95,660,N,1080,3809,140000,140000,0.283539,Default,default,MI,44476,1,1.201071429,1.201071429
37,193550,94,601,Y,758,1950,115000,106300,0.388718,Default,default,GA,43217,1,1.683043478,1.820790216
22,139500,90,620,Y,4926,33000,242000,230000,0.149273,Pay-off,non-default,TX,41275,0,0.576446281,0.606521739
19,104000,100,680,N,1215,7800,145000,139900,0.155769,Default,default,UT,50614,0,0.717241379,0.743388134
55,116725,102,663,N,886,5500,86000,86000,0.161091,Default,default,TX,41275,1,1.357267442,1.357267442
36,125000,100,574,Y,1649,4687,126000,125900,0.351824,Active,non-default,VA,53275,0,0.992063492,0.992851469
37,63500,100,629,N,3034,5920,130000,130000,0.5125,Active,non-default,TX,41275,0,0.488461538,0.488461538
